,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
502021,3253,954,4,968283858,F,35,4,26505,Mr. Smith Goes to Washington (1939),Drama,False
239377,4387,47,3,987135580,F,18,4,63109,Seven (Se7en) (1995),Crime|Thriller,False
387334,1861,1810,3,974701632,M,50,16,92129,Primary Colors (1998),Drama,False
746999,4167,2410,2,965334866,M,25,20,22032,Rocky III (1982),Action|Drama,False
267791,1628,2291,4,974890623,M,18,20,90028,Edward Scissorhands (1990),Drama|Romance,False
587102,4312,1263,5,965258900,M,25,18,78757,"Deer Hunter, The (1978)",Drama|War,False
991739,1147,2673,5,974872875,M,25,20,98101,Eternity and a Day (Mia eoniotita ke mia mera ) (1998),Drama,False
759690,2683,2352,5,979966948,M,35,7,60188,"Big Chill, The (1983)",Comedy|Drama,False
360727,3280,151,3,968346095,M,25,7,33486,Rob Roy (1995),Drama|Romance|War,False
376165,3847,111,3,965883966,M,25,7,12801,Taxi Driver (1976),Drama|Thriller,False
890755,4312,1627,4,965260877,M,25,18,78757,U Turn (1997),Action|Crime|Mystery,False
264483,5268,1127,5,961168126,F,25,2,68502,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,False
185049,2030,1394,5,974672407,M,25,4,77345,Raising Arizona (1987),Comedy,False
460196,890,3034,4,980134976,M,18,4,92153,Robin Hood (1973),Animation|Children's,False
910096,3607,2670,5,966612686,M,35,17,32506,"Run Silent, Run Deep (1958)",War,False
592746,4452,141,3,965089573,F,25,7,78666,"Birdcage, The (1996)",Comedy,False
117660,2265,480,4,974580769,M,56,13,60506,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
708114,3026,3268,1,970463943,F,18,4,45750,Stop! Or My Mom Will Shoot (1992),Action|Comedy,False
762463,3308,688,1,967992371,F,18,20,15701-1348,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,False
637117,4162,293,5,965335779,F,25,14,23221,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,False
925025,839,2439,4,1004638798,M,25,0,98103,Affliction (1997),Drama,False
356816,3683,1682,2,966521707,M,25,2,30606,"Truman Show, The (1998)",Drama,False
670420,1897,1960,5,1014236177,F,50,2,94530,"Last Emperor, The (1987)",Drama|War,False
894211,5070,1769,2,963381835,M,25,2,55344,"Replacement Killers, The (1998)",Action|Thriller,False
507226,5483,62,4,959889916,F,25,6,15202,Mr. Holland's Opus (1995),Drama,False
161478,4750,457,3,963190725,F,25,0,91107,"Fugitive, The (1993)",Action|Thriller,False
754168,1193,3361,3,974853565,M,25,12,90712,Bull Durham (1988),Comedy,False
289796,3193,1729,3,968645440,M,25,0,92019,Jackie Brown (1997),Crime|Drama,False
914361,3224,2212,5,969144362,F,25,14,93428,"Man Who Knew Too Much, The (1934)",Thriller,False
776824,5222,1021,2,961532039,M,25,12,94501,Angels in the Outfield (1994),Children's|Comedy,False
241239,955,296,2,975132846,F,50,7,94941,Pulp Fiction (1994),Crime|Drama,False
535379,2583,3254,4,974066851,M,35,7,19610,Wayne's World 2 (1993),Comedy,False
590128,1943,2694,1,975737030,M,18,4,91501,Big Daddy (1999),Comedy,False
208058,2203,3671,5,974608521,M,45,12,53718,Blazing Saddles (1974),Comedy|Western,False
603215,2986,1892,3,970812354,M,25,4,24060,"Perfect Murder, A (1998)",Mystery|Thriller,False
78015,331,2881,3,979855459,M,25,7,55902,Double Jeopardy (1999),Action|Thriller,False
957007,1491,574,3,974753782,M,18,4,06511,Spanking the Monkey (1994),Comedy|Drama,False
327057,5312,1030,4,963543819,M,25,1,10463,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,False
223349,1542,2947,4,974744837,M,18,17,12054,Goldfinger (1964),Action,False
906943,90,392,3,993872073,M,56,13,85749,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,False
566067,5795,2907,1,958063102,M,25,1,92688,Superstar (1999),Comedy,False
286508,5,908,4,978241072,M,25,20,55455,North by Northwest (1959),Drama|Thriller,False
45302,2645,1962,3,973560178,M,25,7,60657,Driving Miss Daisy (1989),Drama,False
995724,4088,1056,3,965430355,M,25,3,77057,Jude (1996),Drama,False
736812,772,2808,3,975440840,M,18,12,89118,Universal Soldier (1992),Action|Sci-Fi,False
457832,10,3466,5,979168267,F,35,1,95370,Heart and Souls (1993),Comedy|Fantasy,False
613247,2743,2387,5,973223232,M,25,14,72601,Very Bad Things (1998),Comedy|Crime,False
769543,303,1285,5,977087268,M,25,7,20006,Heathers (1989),Comedy,False
544424,770,2399,4,975442901,M,18,4,98499,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy,False
946971,4972,1995,3,962606739,M,35,0,95118,Poltergeist II: The Other Side (1986),Horror|Thriller,False
760834,151,1663,4,993119340,F,25,20,85013,Stripes (1981),Comedy,False
723792,5636,1047,2,1008436671,M,25,7,98102,"Long Kiss Goodnight, The (1996)",Action|Thriller,False
980332,1051,3031,1,975211259,F,25,0,60513,Repossessed (1990),Comedy,False
542125,5838,2968,5,957842256,F,45,7,02038,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
750299,660,3763,4,975698652,M,45,16,70507,F/X (1986),Action|Crime|Thriller,False
552842,5142,208,1,962147545,M,25,1,92101,Waterworld (1995),Action|Adventure,False
18204,4964,2791,3,962615928,M,35,0,94110,Airplane! (1980),Comedy,False
40014,5339,2762,5,960714165,M,18,17,60193,"Sixth Sense, The (1999)",Thriller,False
894775,4277,307,3,983696438,M,35,16,98133,Three Colors: Blue (1993),Drama,False
407595,550,3755,3,976162899,M,45,8,21559,"Perfect Storm, The (2000)",Action|Adventure|Thriller,False
152711,3313,1957,2,967952814,M,35,20,90292,Chariots of Fire (1981),Drama,False
160092,562,457,4,976043135,M,35,20,48083,"Fugitive, The (1993)",Action|Thriller,False
688438,4058,2991,5,965495172,M,25,6,73118,Live and Let Die (1973),Action,False
540857,5091,1080,4,963675497,M,25,17,19810,Monty Python's Life of Brian (1979),Comedy,False
479889,637,1015,4,975736213,M,35,12,97132,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,False
19976,4224,3105,4,965314605,F,45,1,48198,Awakenings (1990),Drama,False
840638,5178,3725,3,961995592,M,50,0,45420,American Pop (1981),Animation|Musical,False
847747,149,507,4,977590607,M,25,1,29205,"Perfect World, A (1993)",Action|Drama,False
472866,5367,2174,4,960503601,M,18,4,55344,Beetlejuice (1988),Comedy|Fantasy,False
799600,4762,846,3,963093701,F,25,14,94110,Flirt (1995),Drama,False
217593,712,3702,3,975538665,M,25,0,95136,Mad Max (1979),Action|Sci-Fi,False
569479,4480,441,3,965026027,M,25,0,94403,Dazed and Confused (1993),Comedy,False
376919,4085,3259,4,965453626,F,25,6,79416,Far and Away (1992),Drama|Romance,False
19457,5569,2018,3,959544115,F,18,1,07666,Bambi (1942),Animation|Children's,False
42153,1556,1,5,974748367,M,18,4,48073,Toy Story (1995),Animation|Children's|Comedy,False
773272,3380,2313,4,967587557,M,50,0,20815,"Elephant Man, The (1980)",Drama,False
704522,1884,1219,5,974762870,M,45,20,93108,Psycho (1960),Horror|Thriller,False
28815,5026,48,1,962572141,M,25,17,92584,Pocahontas (1995),Animation|Children's|Musical|Romance,False
729819,1638,1248,3,974839024,F,18,17,95405,Touch of Evil (1958),Crime|Film-Noir|Thriller,False
275643,4682,3020,4,965531118,M,25,7,05346,Falling Down (1993),Action|Drama,False
541452,1980,2968,4,974685010,M,35,7,06460,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
405189,5923,1358,5,957471613,M,25,7,05401,Sling Blade (1996),Drama|Thriller,False
44214,2348,1961,4,974411846,M,50,12,06082,Rain Man (1988),Drama,False
881998,4404,360,1,965159201,M,25,1,57106,I Love Trouble (1994),Action|Comedy,False
103518,3163,589,4,968868041,M,18,15,95616,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
755895,1004,2144,3,975049007,M,25,3,95136,Sixteen Candles (1984),Comedy,False
897762,4725,415,3,963379158,M,35,5,96707-1321,Another Stakeout (1993),Comedy|Thriller,False
94481,403,3256,4,976302561,M,18,4,02138,Patriot Games (1992),Action|Thriller,False
373135,2446,3173,2,974403154,M,18,7,10038,Any Given Sunday (1999),Drama,False
357034,5046,1682,2,962500573,M,25,16,60614,"Truman Show, The (1998)",Drama,False
408014,2894,3755,1,971987550,M,18,4,44130,"Perfect Storm, The (2000)",Action|Adventure|Thriller,False
466719,5978,2096,3,966856237,M,35,1,49307,Sleeping Beauty (1959),Animation|Children's|Musical,False
767021,3095,804,3,969644982,F,25,3,06810,She's the One (1996),Comedy|Romance,False
883413,1667,376,4,975017303,M,50,16,98516,"River Wild, The (1994)",Action|Thriller,False
201941,6016,733,3,956777467,M,45,1,37209,"Rock, The (1996)",Action|Adventure|Thriller,False
644625,4277,1077,3,975250463,M,35,16,98133,Sleeper (1973),Comedy|Sci-Fi,False
600364,4808,762,3,963033545,M,35,0,96707-1321,Striptease (1996),Comedy|Crime,False
245822,3618,299,3,967122333,M,56,17,22657,Priest (1994),Drama,False
383170,604,2688,4,975869889,M,45,17,32256,"General's Daughter, The (1999)",Drama|Thriller,False
961073,4167,3813,5,965336302,M,25,20,22032,Interiors (1978),Drama,False
380958,1354,1735,3,975456074,F,25,2,94040,Great Expectations (1998),Drama|Romance,False
167449,3618,3095,3,967115148,M,56,17,22657,"Grapes of Wrath, The (1940)",Drama,False
508485,169,2000,4,977210186,M,25,7,55439,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
920549,4388,1082,3,965220554,M,45,3,75074,"Candidate, The (1972)",Drama,False
388363,1140,1673,5,974878959,F,45,2,73069,Boogie Nights (1997),Drama,False
215148,4053,1214,5,965496317,M,25,18,36264,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
755737,5531,303,2,959620782,M,50,17,09056,"Quick and the Dead, The (1995)",Action|Adventure|Western,False
228825,5557,1175,5,959442009,M,35,14,33701,Delicatessen (1991),Comedy|Sci-Fi,False
661821,2454,2085,3,974234707,M,18,0,97005,101 Dalmatians (1961),Animation|Children's,False
803619,4328,2944,3,965242296,M,50,3,75650,"Dirty Dozen, The (1967)",Action|War,False
47297,1117,260,5,976592627,M,18,14,10017,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
994346,1667,2737,2,975018144,M,50,16,98516,Assassination (1987),Action,False
322302,3842,357,3,965917078,F,35,16,92054,Four Weddings and a Funeral (1994),Comedy|Romance,False
630503,2926,247,3,971572533,F,18,2,55118,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,False
759521,1367,2352,4,974769827,M,25,12,53707,"Big Chill, The (1983)",Comedy|Drama,False
630644,4946,247,5,962641092,F,35,1,91106,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,False
109343,3974,2858,5,965655337,M,35,0,30741,American Beauty (1999),Comedy|Drama,False
913914,5643,2130,3,958889683,F,35,1,84108,Atlantic City (1980),Crime|Drama|Romance,False
508961,2173,2000,3,974611421,M,50,13,87502,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
394421,1501,3298,2,986999915,M,25,11,75801,Boiler Room (2000),Drama,False
244462,3266,1617,5,968213056,F,25,4,95616,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
731977,3824,3507,4,991941664,M,25,17,32308,"Odd Couple, The (1968)",Comedy,False
329837,1980,3074,3,974776762,M,35,7,06460,Jeremiah Johnson (1972),Western,False
600445,789,2676,2,975429283,M,18,1,67212,Instinct (1999),Drama|Thriller,False
478543,123,1012,4,979323912,M,35,9,67208,Old Yeller (1957),Children's|Drama,False
239246,3683,47,5,966522030,M,25,2,30606,Seven (Se7en) (1995),Crime|Thriller,False
484619,2760,924,4,998830928,M,56,0,01886,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
258722,148,2716,3,977335141,M,50,17,57747,Ghostbusters (1984),Comedy|Horror,False
370119,5791,1639,4,958091048,M,18,4,44074,Chasing Amy (1997),Drama|Romance,False
801172,58,1224,4,977937275,M,25,2,30303,Henry V (1989),Drama|War,False
30189,3601,1097,5,966639926,F,35,3,95405,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
596688,137,2724,2,977373378,F,45,6,78758,Runaway Bride (1999),Comedy|Romance,False
727893,1692,1222,4,974711658,M,35,20,97333,Full Metal Jacket (1987),Action|Drama|War,False
253936,5787,3081,4,1001124060,M,25,20,90802,Sleepy Hollow (1999),Horror|Romance,False
980917,2520,2624,5,976767278,F,56,2,95448,After Life (1998),Drama,False
284550,1793,2959,1,974753391,M,25,4,20008,Fight Club (1999),Drama,False
710257,5475,2134,4,994749357,M,25,4,94110,Weird Science (1985),Comedy,False
855970,2237,1924,2,974601304,F,35,6,14905,Plan 9 from Outer Space (1958),Horror|Sci-Fi,False
355075,1015,1393,5,979451249,M,35,3,11220,Jerry Maguire (1996),Drama|Romance,False
309443,1842,24,3,996425026,M,18,4,53190,Powder (1995),Drama|Sci-Fi,False
906106,303,3328,3,976507088,M,25,7,20006,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,False
430914,1278,3438,3,974794672,M,18,4,98312,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy,False
594088,1193,2567,4,974854967,M,25,12,90712,EDtv (1999),Comedy,False
124632,5961,1372,4,957022833,F,45,0,78757,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,False
779679,4979,1100,1,984544097,M,35,2,55423,Days of Thunder (1990),Action|Romance,False
582631,5256,517,3,961297454,M,25,16,30269,Rising Sun (1993),Action|Drama|Mystery,False
121630,4799,1265,3,963098871,F,18,4,02809,Groundhog Day (1993),Comedy|Romance,False
229788,4086,39,5,965433049,F,1,10,55391,Clueless (1995),Comedy|Romance,False
147065,817,1953,5,975386859,M,18,4,41076,"French Connection, The (1971)",Action|Crime|Drama|Thriller,False
601614,1645,2763,5,988272004,F,18,9,62225,"Thomas Crown Affair, The (1999)",Action|Thriller,False
88292,1819,1259,4,974697475,F,35,12,45249,Stand by Me (1986),Adventure|Comedy|Drama,False
954282,1298,458,3,974831881,M,35,6,33615,Geronimo: An American Legend (1993),Drama|Western,False
68046,2453,1103,3,980726707,M,25,7,55429,Rebel Without a Cause (1955),Drama,False
520689,1335,2948,4,974819516,M,35,0,14228,From Russia with Love (1963),Action,False
836384,73,2088,2,981605344,M,18,4,53706,Popeye (1980),Adventure|Comedy|Musical,False
347746,3208,1674,3,968551513,M,25,14,30342,Witness (1985),Drama|Romance|Thriller,False
952239,2967,3304,3,971112259,M,25,0,94110,Blue Collar (1978),Crime|Drama,False
983270,1019,2589,1,1006639618,M,35,1,60640,Friends & Lovers (1999),Comedy|Drama|Romance,False
777455,543,3130,1,976215535,M,25,5,55057,Bonfire of the Vanities (1990),Comedy,False
847691,1284,2774,4,974839915,M,45,16,33334,Better Than Chocolate (1999),Comedy|Romance,False
969517,1470,1998,1,974839658,M,18,4,94118,Exorcist II: The Heretic (1977),Horror,False
203460,3983,3552,5,965660132,M,25,0,30606,Caddyshack (1980),Comedy,False
691538,623,2064,5,979187205,M,25,17,60555,Roger & Me (1989),Comedy|Documentary,False
757645,2038,2757,3,974667136,F,45,1,33301,Frances (1982),Drama,False
110182,5496,2858,5,959809672,M,25,7,90069,American Beauty (1999),Comedy|Drama,False
140010,1721,2717,1,974709294,M,18,19,70043,Ghostbusters II (1989),Comedy|Horror,False
695769,5957,842,1,957076004,M,18,20,02038,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,False
416324,1390,3916,5,988158424,M,35,16,99352,Remember the Titans (2000),Drama,False
457654,4114,2662,3,965364221,M,35,14,48187,"War of the Worlds, The (1953)",Action|Sci-Fi|War,False
782663,4103,2420,1,965572656,M,18,16,11211,"Karate Kid, The (1984)",Drama,False
786161,3246,2875,3,968309374,F,35,1,85258,Sommersby (1993),Drama|Mystery|Romance,False
254228,934,377,5,992383967,F,35,7,97401,Speed (1994),Action|Romance|Thriller,False
461167,3993,2161,3,965593207,M,25,0,22015,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
4068,5397,3408,2,960409727,M,18,0,60451,Erin Brockovich (2000),Drama,False
610089,3576,1702,3,966723415,M,50,7,68046,Flubber (1997),Children's|Comedy|Fantasy,False
160692,2424,457,4,974688316,M,25,17,95035,"Fugitive, The (1993)",Action|Thriller,False
20991,3518,2797,4,969287059,F,18,7,11215,Big (1988),Comedy|Fantasy,False
810694,1685,3088,3,974707912,M,35,12,95833,Harvey (1950),Comedy,False
129833,3083,1196,5,969761211,F,50,0,97403,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
832557,4772,3712,4,963076046,M,56,17,03801,Soapdish (1991),Comedy,False
878435,1929,3615,2,974690038,F,1,10,91107,Dinosaur (2000),Animation|Children's,False
309418,1637,24,4,974715476,M,56,0,90049,Powder (1995),Drama|Sci-Fi,False
792918,1983,3274,4,976933097,M,25,14,92109,Single White Female (1992),Action,False
124392,4473,1372,4,965066924,M,35,1,94121,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,False
206618,5636,3168,3,985828362,M,25,7,98102,Easy Rider (1969),Adventure|Drama,False
240269,2841,2700,5,972588181,M,50,12,98056,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,False
478148,3410,916,3,994696409,M,35,1,20653,Roman Holiday (1953),Comedy|Romance,False
108820,3070,2858,4,969943619,F,18,4,10708,American Beauty (1999),Comedy|Drama,False
658546,2745,2145,4,973217430,F,35,1,30345,Pretty in Pink (1986),Comedy|Drama|Romance,False
10444,1298,594,4,974845181,M,35,6,33615,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,False
851631,2291,1894,4,974515588,M,45,1,13214,Six Days Seven Nights (1998),Adventure|Comedy|Romance,False
742592,1639,3556,3,980110788,M,25,17,95405,"Virgin Suicides, The (1999)",Comedy|Drama,False
743944,1764,1388,5,974702591,M,18,0,75149,Jaws 2 (1978),Action|Horror,False
993071,4948,3626,3,962641299,M,45,2,94618,8 1/2 Women (1999),Comedy,False
918360,4373,1938,3,965183390,M,50,12,32920,"Lost Weekend, The (1945)",Drama,False
221812,3789,3527,5,966020527,F,25,0,94110,Predator (1987),Action|Sci-Fi|Thriller,False
449567,5103,2657,5,962451185,F,35,16,78222,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
148826,1509,3809,4,974834077,M,1,0,11803,What About Bob? (1991),Comedy,False
323999,752,2406,3,976221674,F,25,3,97401,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
511994,3053,1200,3,970169686,F,25,3,55102,Aliens (1986),Action|Sci-Fi|Thriller|War,False
649593,829,1748,4,975369048,M,1,19,53711,Dark City (1998),Film-Noir|Sci-Fi|Thriller,False
847358,5738,2334,3,958417382,M,25,12,55406,"Siege, The (1998)",Action|Thriller,False
526766,3713,2378,3,966271849,F,25,7,22201,Police Academy (1984),Comedy,False
646923,4260,2455,4,965322736,M,25,16,59079,"Fly, The (1986)",Horror|Sci-Fi,False
538982,1130,1220,1,975363328,M,18,7,60012,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
443956,1626,1345,2,974722183,M,18,4,10010,Carrie (1976),Horror,False
71956,2628,1210,4,973628882,F,25,2,11217,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
458828,1516,180,3,976292561,F,25,12,53154,Mallrats (1995),Comedy,False
723614,3201,1047,5,972669363,M,45,7,35216,"Long Kiss Goodnight, The (1996)",Action|Thriller,False
885172,1851,3861,2,1011993451,M,25,19,59602,"Replacements, The (2000)",Comedy,False
635826,1408,2912,5,974762658,M,25,0,90046,"Limey, The (1999)",Action|Crime|Drama,False
735640,2020,3952,2,974672693,M,25,7,45011,"Contender, The (2000)",Drama|Thriller,False
799566,5749,334,4,962843073,M,25,2,94117,Vanya on 42nd Street (1994),Drama,False
301063,2237,1732,3,974599854,F,35,6,14905,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
685750,1434,2042,3,974761422,F,1,10,495321,D2: The Mighty Ducks (1994),Children's|Comedy,False
15701,5453,2918,5,1029359793,M,18,4,30305,Ferris Bueller's Day Off (1986),Comedy,False
358148,4227,42,2,965323780,M,25,19,11414-2520,Dead Presidents (1995),Action|Crime|Drama,False
408936,3129,2302,4,969280895,M,25,7,21117,My Cousin Vinny (1992),Comedy,False
129688,2790,1196,5,972940143,M,25,20,85013,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
365247,3191,161,4,968652389,M,25,12,27707,Crimson Tide (1995),Drama|Thriller|War,False
244521,3420,1617,5,985366350,F,25,7,48105,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
614128,2665,553,3,974664134,M,35,11,98443,Tombstone (1993),Western,False
290105,5682,1729,5,958963451,M,18,0,23455-4959,Jackie Brown (1997),Crime|Drama,False
424401,1202,1252,3,974924537,M,35,12,97006,Chinatown (1974),Film-Noir|Mystery|Thriller,False
329792,639,3074,4,975810741,M,45,17,85202,Jeremiah Johnson (1972),Western,False
875621,2934,1474,3,971495545,F,35,20,91324,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy,False
747481,5954,2411,1,957704856,M,45,11,70802,Rocky IV (1985),Action|Drama,False
317605,1624,32,3,974774663,M,25,0,06810,Twelve Monkeys (1995),Drama|Sci-Fi,False
752124,5630,1306,5,980544192,M,35,17,06854,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi,False
153158,1741,163,3,974709440,M,35,7,91107,Desperado (1995),Action|Romance|Thriller,False
921726,648,3115,4,1030230341,F,25,12,94131,Flawless (1999),Drama,False
845768,1451,3480,5,1019671729,M,35,20,90012,Lucas (1986),Drama,False
959565,5074,2361,1,962428360,M,1,0,20132,Pink Flamingos (1972),Comedy,False
655162,3499,3877,1,967233784,M,25,3,77006,Supergirl (1984),Action|Adventure|Fantasy,False
637759,5302,1614,2,1034352463,F,1,10,02332,In & Out (1997),Comedy,False
765838,210,1833,1,977100156,F,1,10,25801,Mercury Rising (1998),Action|Drama|Thriller,False
87097,1340,368,1,974779289,M,25,7,14302,Maverick (1994),Action|Comedy|Western,False
989301,4447,2784,4,965177726,M,45,5,32953,"Masque of the Red Death, The (1964)",Horror,False
408125,3483,3755,3,986499404,F,45,7,30260,"Perfect Storm, The (2000)",Action|Adventure|Thriller,False
436312,541,2138,4,976124683,F,18,4,5849574,Watership Down (1978),Animation|Children's|Drama|Fantasy,False
461564,1890,3037,4,974783320,M,50,6,94702,Little Big Man (1970),Comedy|Drama|Western,False
398064,3362,1777,3,967673025,F,25,0,90212,"Wedding Singer, The (1998)",Comedy|Romance,False
369269,660,1639,4,975688713,M,45,16,70507,Chasing Amy (1997),Drama|Romance,False
112224,5483,515,4,959889838,F,25,6,15202,"Remains of the Day, The (1993)",Drama,False
420238,2015,3358,5,980783295,M,18,4,01003,Defending Your Life (1991),Comedy|Romance,False
551483,1878,1676,5,974845083,M,1,10,92846,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,False
558127,5684,663,2,958612425,M,18,16,94110,Kids in the Hall: Brain Candy (1996),Comedy,False
397473,5107,300,4,962338218,F,45,0,08081,Quiz Show (1994),Drama,False
477055,1019,1377,3,975424553,M,35,1,60640,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
93126,4796,1188,4,962990559,M,35,7,98103,Strictly Ballroom (1992),Comedy|Romance,False
1197,4277,1193,5,967111749,M,35,16,98133,One Flew Over the Cuckoo's Nest (1975),Drama,False
961198,4277,549,3,965292834,M,35,16,98133,Thirty-Two Short Films About Glenn Gould (1993),Documentary,False
417416,5019,1233,4,962582200,M,25,7,10025,"Boat, The (Das Boot) (1981)",Action|Drama|War,False
121293,3853,1265,5,965873983,M,25,14,92614,Groundhog Day (1993),Comedy|Romance,False
285588,3985,1509,3,965613710,M,45,16,01880,All Over Me (1997),Drama,False
313451,4995,497,4,962592913,M,50,20,55419,Much Ado About Nothing (1993),Comedy|Romance,False
188203,2110,3868,2,974651917,M,50,11,46802,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,False
448244,5830,3525,3,957891460,F,18,4,78209,Bachelor Party (1984),Comedy,False
82871,1340,1253,3,974776388,M,25,7,14302,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,False
922668,3308,2672,4,967975995,F,18,20,15701-1348,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,False
565843,5458,3129,3,965532483,F,18,2,98102,Sweet and Lowdown (1999),Comedy|Drama,False
522597,3675,2371,4,966369271,M,35,7,06680,Fletch (1985),Comedy,False
531788,4298,1073,5,965446357,F,18,14,85705,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
148498,4816,1597,4,964303234,F,45,6,04240,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,False
43428,5289,1,5,961082809,M,45,2,94102,Toy Story (1995),Animation|Children's|Comedy,False
342057,5744,1088,5,959996448,F,25,4,66044,Dirty Dancing (1987),Musical|Romance,False
956128,2913,3132,3,971770976,F,35,20,98119,Daddy Long Legs (1919),Comedy,False
684968,3976,1094,3,965651393,F,25,0,44107,"Crying Game, The (1992)",Drama|Romance|War,False
724475,3808,2792,3,965967127,M,25,7,60010,Airplane II: The Sequel (1982),Comedy,False
175720,973,1968,3,975860041,F,25,1,80026,"Breakfast Club, The (1985)",Comedy|Drama,False
14223,3401,2398,5,980118234,M,35,7,76109,Miracle on 34th Street (1947),Drama,False
597625,2907,2581,2,971820926,F,35,5,12345,Never Been Kissed (1999),Comedy|Romance,False
316132,3768,3499,4,987188172,M,25,4,86314,Misery (1990),Horror,False
176757,5032,1968,4,962560602,M,18,17,02139,"Breakfast Club, The (1985)",Comedy|Drama,False
269178,3751,1635,1,989665781,F,35,12,55555,"Ice Storm, The (1997)",Drama,False
647621,4470,2533,4,965064549,M,35,12,15089,Escape from the Planet of the Apes (1971),Action|Sci-Fi,False
47898,2349,260,4,974833045,M,25,8,50309,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
133889,1150,1198,2,975195873,F,25,20,75226,Raiders of the Lost Ark (1981),Action|Adventure,False
177354,2288,1244,5,974522285,M,1,10,13066,Manhattan (1979),Comedy|Drama|Romance,False
577880,1922,2641,3,974694732,F,25,7,94303,Superman II (1980),Action|Adventure|Sci-Fi,False
560106,2395,2076,4,1034197147,M,35,7,08021,Blue Velvet (1986),Drama|Mystery,False
721005,4062,799,3,965481858,M,25,7,60559,"Frighteners, The (1996)",Comedy|Horror,False
632609,1216,3032,5,974841296,M,25,2,90292,"Omega Man, The (1971)",Sci-Fi,False
976742,3499,3680,4,967234295,M,25,3,77006,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,False
557790,5596,2710,4,959653969,M,35,12,22201,"Blair Witch Project, The (1999)",Horror,False
417071,3012,1233,3,1044066564,M,25,12,78660,"Boat, The (Das Boot) (1981)",Action|Drama|War,False
677645,4220,466,5,966456920,M,35,0,97225,Hot Shots! Part Deux (1993),Action|Comedy|War,False
166275,5795,3418,3,958077775,M,25,1,92688,Thelma & Louise (1991),Action|Drama,False
173780,1466,318,5,974754632,M,18,4,29201,"Shawshank Redemption, The (1994)",Drama,False
1000206,5780,2845,1,958153068,M,18,17,92886,White Boys (1999),Drama,False
940066,3675,2048,2,966364505,M,35,7,06680,"Great Mouse Detective, The (1986)",Animation|Children's,False
149146,3625,3809,3,966562818,M,18,10,48439,What About Bob? (1991),Comedy,False
80103,854,2126,1,975348309,F,25,16,44092,Snake Eyes (1998),Action|Crime|Mystery|Thriller,False
